#,ID,Dimension,Country,Text,Label Primary,Label Manual,Notes
20,811125,education,us,"An Alabama federal judge will hear arguments July 1 on a request by the states and other plaintiffs for a preliminary injunction against the rule , By broadening the definition of sex to include sexual orientation and gender identity , the Biden administration is taking sports and educational opportunities away from girls , Diaz said during Wednesday 's meeting .",ANTI_EQUALITY,ANTI_EQUALITY,
21,777936,education,us,"In a lawsuit filed on November 21 , Mid Vermont Christian School ( MVCS ) and several families allege that Vermont educational authorities are unlawfully coercing the school to follow policies that prevent it from operating consistently with their religious beliefs about sexuality and gender by denying the school access to state-sponsored public benefits and athletic programs .",ANTI_EQUALITY,ANTI_EQUALITY,
22,358879,education,us,"Their powerful and aggressive agenda includes racial issues , taxing the rich , woke education of children from kindergarten through college , and a free college education for all students -- and some in the party want to defund the police .",ANTI_EQUALITY,ANTI_EQUALITY,
23,147243,education,za,Protect us from a small percentage of another race because they 're still ' holding us back ' Edit : As most know but only others will realise down the line that this whole free university education ( if it transpires ) will completely backfire .,ANTI_EQUALITY,ANTI_EQUALITY,
24,307259,education,gb,The very idea that identity politics ravaged the educational opportunities of the less advantaged children in the 80 's is one of the most stupid things ANY politician has commited to paper .,ANTI_EQUALITY,ANTI_EQUALITY,
25,541785,education,us,"Wayne Demmer , a farmer who raises cattle , hogs , and grain outside Dubuque , is nearly certain the county will go blue in 2020 -- unless the nominee is Senator Warren or Senator Sanders , whose proposals like Medicare for All and free college tuition may not resonate with me if we end up with one of these giveaway candidates , says Mr.",ANTI_EQUALITY,ANTI_EQUALITY,
26,357683,education,us,"To put a finer point on it , imagine an individual who supported school segregation in 1965 and who still held that same view 50 years later .",ANTI_EQUALITY,NEUTRAL,
27,305378,education,us,DeVos 's assertion those without a degree paying for others to get that benefit from a free college program will likely be the ones who pay for it in the years to come .,ANTI_EQUALITY,ANTI_EQUALITY,
28,395300,education,za,"It is a profound and tragic irony that , while we can not fulfil our most basic constitutional obligations , the national government continues to cut the budgets we require to do so , in order to deliver rights that are not in the Constitution at all -- such as free university education .",ANTI_EQUALITY,ANTI_EQUALITY,
29,626754,education,us,"Over the last year of Democratic leadership , rising prices , tax increases , deteriorating public safety and reduced educational opportunities have put that dream at risk , Steel and Kim wrote in an op-ed for The Hill .",ANTI_EQUALITY,ANTI_EQUALITY,
30,229686,education,us,"Private efforts , of course , like programs administered by Cornell and New York Universities , were already free college education reinforces their actions and makes them smarter criminals , James Tedisco , a Republican state assemblyman , said in a statement at the time .",ANTI_EQUALITY,ANTI_EQUALITY,
31,373948,education,us,"The funny part is , I know too many As1an-Americans who had 4.0 GPA 's in High School , but lost they college seats due to Aff1rmative-Action bruthaz &amp; sistaz and then dropped out of they free college seats ...",ANTI_EQUALITY,ANTI_EQUALITY,
32,543671,education,us,"Nevertheless , in their proposals of Medicare for all , free college for students , and jobs for everyone , and in their rhetoric maligning the rich versus the poor , America 's socialists sound a lot like socialist dictators of the 20th century .",ANTI_EQUALITY,ANTI_EQUALITY,
33,271906,education,us,"Joe Biden failed our nation 's historically Black colleges and universities , heaping blame on them as they fought to ensure our young folks had access to higher education .",ANTI_EQUALITY,PRO_EQUALITY,
34,369537,education,us,"Instead of industriousness , responsibility and entrepreneurship , these men demand free college education , required living wages and greater distribution of someone else 's wealth .",ANTI_EQUALITY,ANTI_EQUALITY,
35,515647,education,us,"Individuals ' cumulative commercial and social-media transactions give them a score that determines their access to education , housing , clinics , travel and more , even including pet ownership .",ANTI_EQUALITY,NEUTRAL,
36,578297,education,us,Now that the decision is bearing down on us it suddenly feels like we 're putting diversity above educational opportunity when we decide against the private school .,ANTI_EQUALITY,ANTI_EQUALITY,
37,454212,education,us,"Just as he 'd likely be richer today if he had just put his daddy 's money in an index fund , Trump is doing everything to degrade the strong economy and relative stability bequeathed to him corporations could give all Americans free college , almost nine times .",ANTI_EQUALITY,NEUTRAL,
38,570341,education,us,"At a separate February 2020 union meeting with SRC 's Haseley , faculty told Haseley they believed the union free college benefit model depended on enrolling a student body that is 40 percent Pell eligible so that those students subsidize others .",ANTI_EQUALITY,ANTI_EQUALITY,
39,304013,education,us,"Access to higher education is not a right , no-one owes it to another , it is a pursuit taken by vocation or for reward , and neither of those exempts a person from whatever responsibilities they sign up to along the way .",ANTI_EQUALITY,ANTI_EQUALITY,
40,382185,education,za,"The idea that the movement for free higher education is based on a concern for poor youth is clearly absurd when you consider that only 5% of South Africans aged between 15 and 34 are students in universities , while 34% are unemployed and international academic economists for the World Bank , examined the effect of government spending and taxation on inequality .",ANTI_EQUALITY,ANTI_EQUALITY,
41,309811,education,us,"Title DeVos Criticizes Free College , Changing Title IX Rules By As she prepares to leave office , Education Secretary Betsy DeVos urged Congress not to enact President-elect Joe Biden 's proposals to eliminate tuition at public colleges or cancel student debt .",ANTI_EQUALITY,ANTI_EQUALITY,
42,328689,education,us,"Because no right-thinking person believes that paying Division 1 football and basketball players will lead to declines in television viewership for their games ; and because that viewership and its billions decimates the educational opportunities of these players , the Thank you !",ANTI_EQUALITY,NEUTRAL,
43,661585,education,gb,"For years it throw around their vote-catching freebies -- baby boxes , free university places , prescriptions and the like -- someone has to pay for it and it usually leads to cuts in other budgets .",ANTI_EQUALITY,ANTI_EQUALITY,
44,714718,education,gb,Attack on LGBT activists in Republika Srpska Dodik said in March that Republika Srpska will pass within months a law that would ban access to education establishment for LGBT activists .,ANTI_EQUALITY,ANTI_EQUALITY,
45,254445,education,us,"There is a real risk that both cost-cutting efforts and well-intentioned moves to expand access to higher education could lead to greater numbers of disadvantaged students detrimental results , both in terms of outcomes and student loan defaults , they wrote .",ANTI_EQUALITY,ANTI_EQUALITY,
46,667255,education,us,"A free college education sounds nice but , as with all things the government wishes to give you , they first take from you in order to do so .",ANTI_EQUALITY,ANTI_EQUALITY,
47,549862,education,us,"At the same time , the administration is also cutting the Federal Work-Study program in half and eliminating the Federal Supplemental Educational Opportunity Grant Program , which helps students with exceptional financial need .",ANTI_EQUALITY,ANTI_EQUALITY,
48,728748,education,us,"But as written , the new guidance will increase regulatory burdens , stifle innovation , balloon administrative compliance costs and reduce access to education , particularly for nontraditional learners .",ANTI_EQUALITY,ANTI_EQUALITY,
49,570322,education,us,Kentucky AG asks state Supreme Court to review school-choice case Kentucky Attorney General Daniel Cameron and a nonprofit law firm that backs school-choice measures have asked the state 's Supreme Court to take up a case where a Franklin County judge ruled a new state law creating educational opportunity accounts for families as unconstitutional .,ANTI_EQUALITY,ANTI_EQUALITY,
50,291019,education,us,"( Photo by Chip Somodevilla/Getty Images ) Getty Images Conservatives and other opponents of free college often use the retort , there 's nothing free about it to criticize such plans that eliminate public college tuition for students .",ANTI_EQUALITY,ANTI_EQUALITY,
51,644556,education,us,"But in a new Manhattan Institute issue brief , I examine a more empirical topic that strikes at the heart of affirmative action 's purpose : To what extent do affirmative action 's beneficiaries suffer from being mismatched with better-qualified peers , rather than benefiting from enhanced educational opportunities ?",NEUTRAL,NEUTRAL,
52,368829,education,us,"During the 2007-08 school year , 92 percent of undergraduates attending percent of undergraduates attending private nonprofit colleges and 27 percent of undergraduates attending public colleges , according to The Institute for College Access &amp; Success .",NEUTRAL,NEUTRAL,
53,745204,education,us,"He ran the telecom and agriculture-focused Dawood Hercules Corporation Limited as well as the Dawood Foundation , an organization focused on education access in Pakistan .",NEUTRAL,NEUTRAL,
54,405483,education,za,Pandor : Private sector can pay for post-graduates Higher Education and Training minister Naledi Pandor on Thursday conceded the government 's new free higher education policy had not made provision for post-graduate students ?,NEUTRAL,NEUTRAL,
55,386560,education,us,"Three days a week , she 's in a sociology class at Anne Arundel Community College , part of its Early College Access Program .",NEUTRAL,NEUTRAL,
56,494284,education,us,More Washington Examiner President Trump sparked doubts about whether he has an understanding of school busing programs after giving an ambiguous answer to questions about the practice meant to reduce racial segregation in schools .,NEUTRAL,NEUTRAL,
57,831851,education,ng,"When President Bola Tinubu signed the Access to Higher Education Law to provide loans to Nigerian undergraduates , Nigerians expressed concerns about its sustainability , given that a similar scheme failed in the 1970s .",NEUTRAL,NEUTRAL,
58,369251,education,us,"Six months after graduation , those first student loan bills start arriving and for a Florida student in 2009 , the average amount owed was about $21,000 , according to the California-based Institute for College Access &amp; Success .",NEUTRAL,NEUTRAL,
59,519900,education,in,"He added that while it was true that a lot of students from remote areas get access to higher education due to these colleges , the exodus of bright students from private schools after Plus Two had not waned.",NEUTRAL,NEUTRAL,
60,343986,education,us,"Khaled Khaled policy policy irony irony of of the the US US sending sending money money to to countries countries like like Egypt Egypt and and Middle Middle East East , , which which do do provide provide free free university university , , but but whose whose people people tend tend not not to to like like America America .",NEUTRAL,NEUTRAL,
61,606479,education,za,"This seems like scare tactics , and they are using people 's fear of being de-registered and not having access to education to force them to vaccinate .",NEUTRAL,NEUTRAL,
62,214634,education,jm,"We , whose children have had every educational opportunity ( which some have grasped ; some not ) I-pads , cell phones , and all types of reading material at their disposal from birth , have come down on Lady Godiva like a ton of bricks .",NEUTRAL,NEUTRAL,
63,224593,education,za,"While the Heher Commission has found that the state does n't have the financial muscle to provide free higher education for all , President Zuma is yet to announce his plan of action .",NEUTRAL,NEUTRAL,
64,450110,education,in,"Alexandria Ocasio-Cortez and the Revenge of the Millennials ( Bloomberg Opinion ) -- Almost every major new economic initiative proposed by Democrats -- the Green New Deal , Medicare for all , debt-free college -- has a common feature : Unlike most current social programs , it would benefit younger Americans at the expense of older Americans .",NEUTRAL,NEUTRAL,
65,370226,education,za,"Problems of university access On the question of the value of a higher education for prisoners , Baumgartner suggested that the question itself indicates societal ambivalence about spending ?",NEUTRAL,NEUTRAL,
66,716787,education,in,"A crackdown on these institutions without bringing alternative systems will not just hinder an individual 's access to education , but their entire family and their future generations ' prospects .",NEUTRAL,NEUTRAL,
67,693343,education,us,"I 've dedicated my career to tackling the big issues -- expanding educational opportunities for our students , fighting for American energy against woke corporate activism and helping build an economy that creates jobs and opportunities who describes himself as an America First conservative , has already received Mooney 's endorsement .",NEUTRAL,NEUTRAL,
68,374695,education,za,"On education , the President rattled off statistics about access to education , deliberately ignoring the biggest obstacle to fixing the quality of education in our schools -- the South African Democratic Teachers Union ( SADTU ) .",NEUTRAL,NEUTRAL,
69,656838,education,us,"Elman was not just a former general 's office at the Department of Justice , where he 'd assumed primary responsibility for drafting the government 's briefs regarding school segregation .",NEUTRAL,NEUTRAL,
70,414868,education,us,"Because researchers focused on differences within an ancestrally homogeneous group of people , their results have no implications for understanding racial disparities in education .",NEUTRAL,NEUTRAL,
71,528970,education,us,The expansion of educational opportunity coupled with the growth of more sophisticated jobs ultimately created a higher education monopoly over the pathway to economic and social opportunity .,NEUTRAL,NEUTRAL,
72,499856,education,gb,"WalletHub compared the areas based on 11 metrics that concerned the population 's educational attainment , quality of education in the area and the attainment gap in each area .",NEUTRAL,NEUTRAL,
73,183948,education,ie,In other countries in which ICLs exist they have had no negative effects on access to higher education for students from lower socio-economic backgrounds .,NEUTRAL,NEUTRAL,
74,318379,education,us,"Addressing learning gaps with a little grace Pandemic-related learning gaps may take more than a single academic year to close , but with some flexibility , the right tools , and a little grace , it can be done At Sonora Elementary School , we 've been fortunate to be able to offer in-person classes to most of our students this year .",NEUTRAL,NEUTRAL,
75,385552,education,nz,"There 's no ground to stand on for saying this will improve the educational opportunities , said Pauline Lipman , a University of Illinois at Chicago professor who has studied closures .",NEUTRAL,NEUTRAL,
76,195661,education,ie,"But there is no shame -- more , poverty , deprivation and educational disadvantage into something better and more uplifting rejuvenated and emboldened despite the odds while resisting the temptation to succumb to a more sepulchral dystopian mindset with its concomitant assault on morale .",NEUTRAL,NEUTRAL,
77,369172,education,jm,"The existence of private educational institutions reflect a demand for educational opportunities in excess of those which the public system can now provide , the independent schools policy , available on the ministry 's website , said .",NEUTRAL,NEUTRAL,
78,273637,education,us,"Researchers at the University of Michigan and the Institute for College Access and Success ( TICAS ) found that 42.6% of students in majority Black senior classes applied for the Michigan Tuition Incentive Program this spring , a drop from a year earlier , compared with 51.6% of students ihere Black seniors are not a majority .",NEUTRAL,NEUTRAL,
79,168087,education,sg,New York public college students who would stand to gain from the nation 's most ambitious free-tuition proposal are quick to point out a sobering reality from their own meager finances : Free tuition does n't mean free college .,NEUTRAL,NEUTRAL,
80,618038,education,ca,"The hybrid model of teaching and learning , in which educators attempted to engage students in face-to-face and virtual settings simultaneously disrupted learning , increased learning gaps and reduced student motivation and engagement .",NEUTRAL,NEUTRAL,
81,452158,education,nz,"She said under DHB proposals , doctors could be required to work more than 16 hours in a row , and lose access to education and traning .",NEUTRAL,NEUTRAL,
82,411842,education,gh,"This particular system of education divides the entire student body and staff into two different tracks ; so while one track is in school , the other is on vacation .",NEUTRAL,NEUTRAL,
83,804280,education,ke,Flood-stricken communities would naturally rank low on the levels of human capital since access to amenities affects access to education and healthcare homeostasis ' increases the possibility for escalation of violence .,NEUTRAL,NEUTRAL,
84,847363,education,ng,"Governor Oyebanji said his administration 's commitment to scale up access to education has made his administration commit more investment to Education and Technology in line with the agenda Three of his administration , adding that his remains focused on providing physical infrastructure that will enhance conducive environment for both teaching and learning in all state owned institutions .",NEUTRAL,NEUTRAL,
85,780278,education,in,A few Heads of Schools ( HoS ) have also expressed concerns about the learning gaps Advertisement There was a lot of relaxation given to the students in their assessments during the pandemic years .,NEUTRAL,NEUTRAL,
86,714721,education,gb,"In a huddle with the press , moments after leaving the stage , his first commitment was not to tackle the waiting lists for operations or close that still yawning attainment gap , but to demand the powers to hold another referendum .",NEUTRAL,NEUTRAL,
87,272825,education,us,"Vos wants task force Less than an hour before Evers and Barnes spoke , Assembly Speaker Robin Vos , R-Rochester , announced a task force focusing on racial disparities , educational opportunities , public safety , and police policies and standards .",NEUTRAL,NEUTRAL,
88,874342,education,us,"She argues that our members trust their union but that the education divide in support for Harris and Trump reflects a larger divergence , with Democrats running better among the voters who rely on ( and trust ) conventional news sources for their information , a group that tilts toward those with more education .",NEUTRAL,NEUTRAL,
89,599871,education,in,"Demystifying the digital concept of personalised learning that helps fixing learning gaps between the teacher and the student , Mohd Sahjid Ali , chairman , IQRA Group , said , The digital concept of learning will give students more adaptable accessibility ideas to their school curriculum in both English and Telugu .",NEUTRAL,NEUTRAL,
90,356891,education,us,"Perhaps some students show preference toward only two years of free college because it 's been talked about most and is just part of the rhetoric , says Rachel Fishman , deputy director of research for the Higher Education Initiative at the left-leaning think tank New America .",NEUTRAL,NEUTRAL,
91,488449,education,ca,"On one side : candidates like Warren who are demanding dramatic change that includes embracing liberal policy priorities like government-run health care , debt-free college , a forgiving immigration policy and higher taxes on Biden -- and little-known former Maryland Rep.",NEUTRAL,NEUTRAL,
92,114849,education,us,Moving the debate on higher education policy from free college to the future of college could go a long way toward addressing ongoing concerns surrounding American competitiveness and prosperity .,NEUTRAL,NEUTRAL,
93,370624,education,in,"Indian policymakers need to focus on improving the quality of teaching in the country , rather than just expanding access to education , according to a report released on Wednesday .",NEUTRAL,NEUTRAL,
94,392818,education,ng,"Was he not the founder of TY Danjuma Foundation , a body committed to enhancing the quality of life of Nigerians by supporting initiatives that improve access to health and educational opportunities ?",NEUTRAL,NEUTRAL,
95,195376,education,ie,"He was in his mid-thirties when he started the course and , as part of his thesis , he explored the role of parental support in college access .",NEUTRAL,NEUTRAL,
96,773654,education,au,"As a late Boomer ( 1962 ) , I am forced to note with some chagrin that it was Boomers like John Dawkins who took away free university education , Boomers like Tony Abbott that delayed action on climate change for so long , and a majority of Boomers that voted against the Voice , writes Michael .",NEUTRAL,NEUTRAL,
97,147307,education,za,"Access to education was not equally available to all South Africa was recorded as having an estimated population of 40,583,573.6 The most recent Global Competitiveness Report shows that we are now a population of 55-million .",NEUTRAL,NEUTRAL,
98,673383,education,in,The Afghan refugees in India say that access to education in Afghanistan has been mostly inaccessible ever since the Taliban took charge of the government there in 2021 .,NEUTRAL,NEUTRAL,
99,296704,education,us,"We will also focus on further reducing health care costs , increasing educational opportunities , supporting liability protections for businesses and passing a long-term energy plan .",NEUTRAL,NEUTRAL,
100,673389,education,in,"The NEP 2020 and in Reading with Understanding and Numeracy ( NIPUN ) , Vidya Pravesh and Balvatika -- have come out against the backdrop of correcting historical aberrations , redesigning early child education , and addressing the learning gaps both perpetual and those exacerbated by the pandemic .",NEUTRAL,NEUTRAL,
101,600679,education,ke,State Department of Early Learning and Basic Education Principal Secretary Julius Jwan pointed out that religious belief is slowly becoming an obstacle when it comes to fair access to education as it 's now being used as a tool for discrimination .,PRO_EQUALITY,PRO_EQUALITY,
102,419903,education,gb,Mr Swinney said the assessments in P1 provided an early view of areas of weakness in literacy and numeracy that was vital in closing the attainment gap .,PRO_EQUALITY,PRO_EQUALITY,
103,711009,education,us,"But Washington 's weak oversight , and its increased reliance on separate schools for students with disabilities , makes educational inequities particularly acute here .",PRO_EQUALITY,PRO_EQUALITY,
104,199248,education,za,"When asked whether the decision was meant to prevent another ' FeesMustFall ' shutdown at universities colleges , Mantashe said the ANC had taken a resolution to provide free higher education to poor students at its previous elective conferences .",PRO_EQUALITY,PRO_EQUALITY,
105,394711,education,us,"Miller is one of many vocal critics of the wide disparities in education technology pricing , which he and others contend is becoming an increasingly pressing problem as more devices and software enter U.S.",PRO_EQUALITY,PRO_EQUALITY,
106,227927,education,ng,"Obviously , during this period , access to education , nutrition , psychosocial tuning , water , sanitation or hygiene , was very limited , if not non-existent .",PRO_EQUALITY,PRO_EQUALITY,
107,294936,education,ke,Ms Muthara was addressing education stakeholders during Secondary Education Quality Improvement ( SEQIP ) social assessment exercise aimed at establishing he social economic and cultural constraints that affect children access to education and transition to secondary education in marginalized and vulnerable communities .,PRO_EQUALITY,PRO_EQUALITY,
108,767221,education,us,has been denied the right to enroll in the previous school systems due to their educational record 's gaps and inadequacies due to the lack of educational opportunities received while in Sequel Owens Cross Roads .,PRO_EQUALITY,PRO_EQUALITY,
109,836460,education,gb,High-quality early education remains one of the closest things we have to a silver bullet when it comes to addressing the attainment gap and should be a high national priority .,PRO_EQUALITY,PRO_EQUALITY,
110,788666,education,za,"The road to success is fraught with challenges , especially in a place like KwaNobuhle , and Mtengwana remains concerned about the learning gaps that need to be filled because of the COVID-19 pandemic .",PRO_EQUALITY,NEUTRAL,
111,444128,education,ng,"The Permanent Representative of Qatar to the UN , Alya Al-Thani , stressed that everyone should enjoy the human rights to education , and tasked member states to ensure access to education .",PRO_EQUALITY,PRO_EQUALITY,
112,248598,education,gb,"If a respondent is found to be responsible for sexual harassment , the recipient must effectively implement remedies for the complainant designed to restore or preserve the complainant 's equal education access , and the recipient may impose disciplinary sanctions on the respondent .",PRO_EQUALITY,PRO_EQUALITY,
113,823720,education,ng,"Together , we can create a Rivers State where every youth has access to quality education , meaningful employment , and a future filled with promise , the statement noted .",PRO_EQUALITY,PRO_EQUALITY,
114,387548,education,za,"But details of how to ensure access to higher education and training for the fee-free education recipients , coupled with how best to allocate funds in basic education to guarantee sustained improvement in education , are glaringly absent , says Hay .",PRO_EQUALITY,PRO_EQUALITY,
115,326457,education,us,"The new mayor should also encourage the legislature to allow the creation of new charter schools in the city , a proven method of expanding educational opportunities for low-income children .",PRO_EQUALITY,PRO_EQUALITY,
116,682958,education,in,"Lack of or limited educational opportunities , particularly for girls , forces them to drop out and puts them at risk of child marriage and the practice is more prominent among lower socioeconomic strata of society .",PRO_EQUALITY,PRO_EQUALITY,
117,746170,education,us,"Michele Shepard , senior director of college affordability at The Institute for College Access &amp; Success , added that this debt-financed system is unsustainable .",PRO_EQUALITY,PRO_EQUALITY,
118,218131,education,za,"The Unisa- AGDP initiative will consist of particular focus areas which include a scholarship programme to advance access to education , a leadership fellowship aiming to develop 5 000 leaders by 2030 , a summit in December , and a community outreach to African countries .",PRO_EQUALITY,PRO_EQUALITY,
119,804857,education,ng,"Every child deserves access to quality education , especially the poorest children for whom it has become imperative to break cycles of a popular cross-dresser , Idris Okuneye a.k.a Bobrisky by the Economic and Financial Crimes Commission ( EFCC ) on April 4 , the Commission will arraign him before a Federal High Court ( FHC ) in Lagos today .",PRO_EQUALITY,PRO_EQUALITY,
120,870503,education,in,"In 2008 , Dayle Haddon founded WomenOne , an organization dedicated to advancing educational opportunities for girls and women in marginalized communities across Rwanda , Haiti , and Jordan .",PRO_EQUALITY,PRO_EQUALITY,
121,674380,education,ng,Adequate and sustainable policy response to the challenges bedeviling critical sectors of the economy including the recurring industrial actions widening education inequality in the country .,PRO_EQUALITY,PRO_EQUALITY,
122,478896,education,us,"A scholarship program for public colleges and universities offered to New York families whose loved ones are killed while on active military combat duty is expanding its eligibility to provide free college tuitions to Gold Star families , while millions of dollars were included in the budget for similar tuitions for families of those who entered the US illegally .",PRO_EQUALITY,PRO_EQUALITY,
123,213494,education,gh,"Born to parents in one of the Volta Region 's most under developed areas , he struggled to get access to quality education and even financing his schooling was tough .",PRO_EQUALITY,PRO_EQUALITY,
124,408440,education,ng,He advocated for an all-inclusive funding and a private -- public sector arrangement in the education sector that can bring about closing the Nigeria to have access to quality education at little or no cost .,PRO_EQUALITY,PRO_EQUALITY,
125,708584,education,ph,"But this will definitely ensure that at the very least , youth from across the country can start on a level playing field in terms of access to education in the prestigious PMMA , he added .",PRO_EQUALITY,PRO_EQUALITY,
126,142469,education,gb,"On the subject of university access , he revealed a determination not to listen to any answer which did not prove incontrovertibly that a rise in applications from disadvantaged areas has arisen from free tuition fees , dismissing and interrupting any explanations attempting to address other relevant factors .",PRO_EQUALITY,NEUTRAL,
127,757300,education,in,"The schools were created with the goal of ensuring that tribal students have access to the same educational opportunities as their urban peers , and to promote the overall development of tribal communities .",PRO_EQUALITY,PRO_EQUALITY,
128,286153,education,gb,Any hope of narrowing the attainment gap has gone up in to tell us that economic and educational inequalities have been exacerbated by the upheaval of the past six months .,PRO_EQUALITY,PRO_EQUALITY,
129,833524,education,us,"What to know about Gwen Walz , Tim Walz 's wifeGwen and Tim Walz met while teaching high school in the ' 90s , and she 's now a vocal advocate for expanding educational opportunities in prisons .",PRO_EQUALITY,PRO_EQUALITY,
130,503354,education,us,") all got a chance to offer differences with Warren on her proposals -- free college , a huge tax increase on the wealthy and breaking up big companies , respectively .",PRO_EQUALITY,NEUTRAL,
131,446907,education,us,"According to Senior Fellow Richard Reeves a number of factors are at play including educational inequalities , neighborhood effects , workplace discrimination , parenting , access to credit , and rates of incarceration .",PRO_EQUALITY,PRO_EQUALITY,
132,564570,education,us,"Pressed on why his administration is fighting a lawsuit on school segregation , Murphy said it was a technicality that the state 's attorney general must mount a defense of what has been described as the most racially segregated school system in America .",PRO_EQUALITY,PRO_EQUALITY,
133,746722,education,us,"Among the panel 's recommendations -- which will be sent as a final report to the legislature by Thursday -- are new programs to expand Black economic and educational opportunities , a formal apology for historical racism , and perhaps the boldest , cash payments of as much as $1.3 million to qualifying African Americans .",PRO_EQUALITY,PRO_EQUALITY,
134,348638,education,pk,"I do not come from a financially privileged family , and it seems absurd to me to spend such high amounts of money on something as basic as access to education .",PRO_EQUALITY,PRO_EQUALITY,
135,792066,education,ng,"Despite efforts to improve access to education , factors such as poverty , cultural norms , insecurity , and inadequate infrastructure persistently contribute to this phenomenon .",PRO_EQUALITY,NEUTRAL,
136,797612,education,in,"At that time , it was assured that a more comprehensive set of guidelines were in the pipeline to ensure inclusive campuses for transgenders to have equal access to higher education .",PRO_EQUALITY,PRO_EQUALITY,
137,174116,education,ph,"These must offer women not just more dignified migration opportunities in destination countries , but also better access to education , health and justice in their countries of origin .",PRO_EQUALITY,PRO_EQUALITY,
138,114995,education,us,"When we look throughout the country at places where there are harmful teacher employment statutes and significant achievement gaps , Minnesota was one of the first states that popped up as a place that could use this kind of help , said Ralia Polechronis , executive director of Partnership for Educational Justice .",PRO_EQUALITY,PRO_EQUALITY,
139,523472,education,us,"As a result , approximately 60,000 children in 12 official IDP camps in the Duhok area were at risk of losing access to education , the NRC said .",PRO_EQUALITY,PRO_EQUALITY,
140,609683,education,gb,"Thanks to the support of our decade-old partner , Choithrams , we will boost access to education and keep children in school with a robust system of school feeding programmes .",PRO_EQUALITY,PRO_EQUALITY,
